,Index,JSON Data,Date,City,Country,Latitude,Longitude,Temperature,Humidity,Clouds,Wind Speed
137,137,"{'coord': {'lon': 42.4509, 'lat': 18.3851}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 64.92, 'feels_like': 64.31, 'temp_min': 64.92, 'temp_max': 68.11, 'pressure': 1010, 'humidity': 68, 'sea_level': 1010, 'grnd_level': 787}, 'visibility': 10000, 'wind': {'speed': 4.38, 'deg': 246, 'gust': 5.17}, 'clouds': {'all': 84}, 'dt': 1660681368, 'sys': {'type': 1, 'id': 7396, 'country': 'SA', 'sunrise': 1660618340, 'sunset': 1660664220}, 'timezone': 10800, 'id': 110690, 'name': 'Faya', 'cod': 200}",1660681368,Faya,SA,18.3851,42.4509,64.92,68.0,84.0,4.38
138,138,"{'coord': {'lon': 173.7833, 'lat': -35.1}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 63.32, 'feels_like': 63.77, 'temp_min': 63.32, 'temp_max': 63.32, 'pressure': 1023, 'humidity': 94, 'sea_level': 1023, 'grnd_level': 1021}, 'visibility': 10000, 'wind': {'speed': 17.29, 'deg': 32, 'gust': 33.38}, 'clouds': {'all': 100}, 'dt': 1660681370, 'sys': {'type': 2, 'id': 2012217, 'country': 'NZ', 'sunrise': 1660676647, 'sunset': 1660715659}, 'timezone': 43200, 'id': 2189343, 'name': 'Kaeo', 'cod': 200}",1660681370,Kaeo,NZ,-35.1,173.7833,63.32,94.0,100.0,17.29
139,139,"{'coord': {'lon': -68.5145, 'lat': 63.7506}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 49.69, 'feels_like': 45.18, 'temp_min': 47.93, 'temp_max': 49.69, 'pressure': 1010, 'humidity': 61}, 'visibility': 10000, 'wind': {'speed': 11.5, 'deg': 330}, 'clouds': {'all': 75}, 'dt': 1660681237, 'sys': {'type': 2, 'id': 47658, 'country': 'CA', 'sunrise': 1660638662, 'sunset': 1660697154}, 'timezone': -14400, 'id': 5983720, 'name': 'Iqaluit', 'cod': 200}",1660681237,Iqaluit,CA,63.7506,-68.5145,49.69,61.0,75.0,11.5
140,140,"{'coord': {'lon': 125.4092, 'lat': -8.9266}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 55.27, 'feels_like': 54.27, 'temp_min': 55.27, 'temp_max': 55.27, 'pressure': 1014, 'humidity': 80, 'sea_level': 1014, 'grnd_level': 857}, 'visibility': 10000, 'wind': {'speed': 1.88, 'deg': 101, 'gust': 3.18}, 'clouds': {'all': 100}, 'dt': 1660681161, 'sys': {'country': 'TL', 'sunrise': 1660686474, 'sunset': 1660729048}, 'timezone': 32400, 'id': 1651810, 'name': 'Airai', 'cod': 200}",1660681161,Airai,TL,-8.9266,125.4092,55.27,80.0,100.0,1.88
141,141,"{'coord': {'lon': -6.3194, 'lat': 42.9393}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 57.09, 'feels_like': 56.64, 'temp_min': 56.82, 'temp_max': 57.76, 'pressure': 1013, 'humidity': 88, 'sea_level': 1013, 'grnd_level': 902}, 'visibility': 10000, 'wind': {'speed': 3.89, 'deg': 261, 'gust': 12.93}, 'clouds': {'all': 96}, 'dt': 1660681375, 'sys': {'type': 2, 'id': 20148, 'country': 'ES', 'sunrise': 1660627937, 'sunset': 1660678031}, 'timezone': 7200, 'id': 3105748, 'name': 'Villablino', 'cod': 200}",1660681375,Villablino,ES,42.9393,-6.3194,57.09,88.0,96.0,3.89
142,142,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
143,143,"{'coord': {'lon': 156.125, 'lat': 50.6789}, 'weather': [{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 53.15, 'feels_like': 52.77, 'temp_min': 53.15, 'temp_max': 53.15, 'pressure': 1001, 'humidity': 98, 'sea_level': 1001, 'grnd_level': 1001}, 'visibility': 811, 'wind': {'speed': 7.92, 'deg': 120, 'gust': 10.56}, 'rain': {'1h': 4.96}, 'clouds': {'all': 100}, 'dt': 1660681379, 'sys': {'country': 'RU', 'sunrise': 1660674336, 'sunset': 1660726445}, 'timezone': 39600, 'id': 2121385, 'name': ""Severo-Kuril'sk"", 'cod': 200}",1660681379,Severo-Kuril'sk,RU,50.6789,156.125,53.15,98.0,100.0,7.92
144,144,"{'coord': {'lon': 1.3862, 'lat': 51.3813}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 66.76, 'feels_like': 67.32, 'temp_min': 65.88, 'temp_max': 69.31, 'pressure': 1007, 'humidity': 89}, 'visibility': 10000, 'wind': {'speed': 0.67, 'deg': 14, 'gust': 2.13}, 'clouds': {'all': 41}, 'dt': 1660681381, 'sys': {'type': 2, 'id': 2020742, 'country': 'GB', 'sunrise': 1660624905, 'sunset': 1660677364}, 'timezone': 3600, 'id': 2643044, 'name': 'Margate', 'cod': 200}",1660681381,Margate,GB,51.3813,1.3862,66.76,89.0,41.0,0.67
145,145,"{'coord': {'lon': 125.1824, 'lat': 1.4451}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 75.43, 'feels_like': 76.71, 'temp_min': 75.43, 'temp_max': 75.43, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 7.49, 'deg': 204, 'gust': 8.25}, 'clouds': {'all': 100}, 'dt': 1660681383, 'sys': {'country': 'ID', 'sunrise': 1660685927, 'sunset': 1660729704}, 'timezone': 28800, 'id': 1648636, 'name': 'Bitung', 'cod': 200}",1660681383,Bitung,ID,1.4451,125.1824,75.43,86.0,100.0,7.49
146,146,"{'coord': {'lon': 18.3553, 'lat': 39.9304}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 83.07, 'feels_like': 94.53, 'temp_min': 79.95, 'temp_max': 83.32, 'pressure': 1012, 'humidity': 89, 'sea_level': 1012, 'grnd_level': 1001}, 'visibility': 10000, 'wind': {'speed': 8.37, 'deg': 138, 'gust': 10.29}, 'clouds': {'all': 1}, 'dt': 1660681384, 'sys': {'type': 2, 'id': 2009376, 'country': 'IT', 'sunrise': 1660622348, 'sunset': 1660671777}, 'timezone': 7200, 'id': 2522857, 'name': 'Tricase', 'cod': 200}",1660681384,Tricase,IT,39.9304,18.3553,83.07,89.0,1.0,8.37
147,147,"{'coord': {'lon': -24.4956, 'lat': 14.8961}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 79.21, 'feels_like': 79.21, 'temp_min': 79.21, 'temp_max': 79.21, 'pressure': 1012, 'humidity': 81, 'sea_level': 1012, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 11.5, 'deg': 2, 'gust': 14.58}, 'clouds': {'all': 35}, 'dt': 1660681386, 'sys': {'country': 'CV', 'sunrise': 1660634638, 'sunset': 1660680053}, 'timezone': -3600, 'id': 3374210, 'name': 'São Filipe', 'cod': 200}",1660681386,São Filipe,CV,14.8961,-24.4956,79.21,81.0,35.0,11.5
148,148,"{'coord': {'lon': -28.7, 'lat': 38.5167}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 73.8, 'feels_like': 73.89, 'temp_min': 73.8, 'temp_max': 73.8, 'pressure': 1027, 'humidity': 64}, 'visibility': 10000, 'wind': {'speed': 9.22, 'deg': 60}, 'clouds': {'all': 20}, 'dt': 1660681388, 'sys': {'type': 1, 'id': 6883, 'country': 'PT', 'sunrise': 1660633795, 'sunset': 1660682913}, 'timezone': 0, 'id': 3372707, 'name': 'Ribeira Grande', 'cod': 200}",1660681388,Ribeira Grande,PT,38.5167,-28.7,73.8,64.0,20.0,9.22
149,149,"{'coord': {'lon': 106.7333, 'lat': 21.8333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 75.6, 'feels_like': 77.41, 'temp_min': 75.6, 'temp_max': 75.6, 'pressure': 1005, 'humidity': 97, 'sea_level': 1005, 'grnd_level': 973}, 'visibility': 10000, 'wind': {'speed': 2.13, 'deg': 220, 'gust': 2.15}, 'clouds': {'all': 100}, 'dt': 1660681390, 'sys': {'country': 'VN', 'sunrise': 1660689093, 'sunset': 1660735393}, 'timezone': 25200, 'id': 1576633, 'name': 'Lang Son', 'cod': 200}",1660681390,Lang Son,VN,21.8333,106.7333,75.6,97.0,100.0,2.13
150,150,"{'coord': {'lon': 124.8925, 'lat': -9.1061}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 68.18, 'feels_like': 68.56, 'temp_min': 68.18, 'temp_max': 68.18, 'pressure': 1013, 'humidity': 82, 'sea_level': 1013, 'grnd_level': 974}, 'visibility': 10000, 'wind': {'speed': 4.81, 'deg': 142, 'gust': 5.44}, 'clouds': {'all': 100}, 'dt': 1660681392, 'sys': {'country': 'ID', 'sunrise': 1660686609, 'sunset': 1660729162}, 'timezone': 28800, 'id': 1651103, 'name': 'Atambua', 'cod': 200}",1660681392,Atambua,ID,-9.1061,124.8925,68.18,82.0,100.0,4.81
151,151,"{'coord': {'lon': 31.39, 'lat': 0.5606}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 62.73, 'feels_like': 63.16, 'temp_min': 62.73, 'temp_max': 62.73, 'pressure': 1015, 'humidity': 95, 'sea_level': 1015, 'grnd_level': 872}, 'visibility': 10000, 'wind': {'speed': 1.05, 'deg': 323, 'gust': 1.1}, 'clouds': {'all': 100}, 'dt': 1660681394, 'sys': {'country': 'UG', 'sunrise': 1660622096, 'sunset': 1660665773}, 'timezone': 10800, 'id': 228971, 'name': 'Mubende', 'cod': 200}",1660681394,Mubende,UG,0.5606,31.39,62.73,95.0,100.0,1.05
152,152,"{'coord': {'lon': -130.3201, 'lat': 54.3161}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 61.3, 'feels_like': 61.12, 'temp_min': 58.69, 'temp_max': 62.69, 'pressure': 1018, 'humidity': 85}, 'visibility': 10000, 'wind': {'speed': 14.97, 'deg': 150}, 'clouds': {'all': 100}, 'dt': 1660681396, 'sys': {'type': 1, 'id': 883, 'country': 'CA', 'sunrise': 1660656025, 'sunset': 1660709455}, 'timezone': -25200, 'id': 6113406, 'name': 'Prince Rupert', 'cod': 200}",1660681396,Prince Rupert,CA,54.3161,-130.3201,61.3,85.0,100.0,14.97
153,153,"{'coord': {'lon': -97.5169, 'lat': 28.017}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 90.82, 'feels_like': 98.22, 'temp_min': 88.18, 'temp_max': 93.06, 'pressure': 1012, 'humidity': 54, 'sea_level': 1012, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 13.51, 'deg': 131, 'gust': 12.17}, 'clouds': {'all': 38}, 'dt': 1660681243, 'sys': {'type': 2, 'id': 2040001, 'country': 'US', 'sunrise': 1660651249, 'sunset': 1660698487}, 'timezone': -18000, 'id': 4726521, 'name': 'San Patricio', 'cod': 200}",1660681243,San Patricio,US,28.017,-97.5169,90.82,54.0,38.0,13.51
154,154,"{'coord': {'lon': 104.1833, 'lat': 10.6167}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 78.85, 'feels_like': 78.85, 'temp_min': 78.85, 'temp_max': 78.85, 'pressure': 1008, 'humidity': 87, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 6.4, 'deg': 264, 'gust': 8.7}, 'rain': {'1h': 0.25}, 'clouds': {'all': 85}, 'dt': 1660681399, 'sys': {'type': 1, 'id': 9312, 'country': 'KH', 'sunrise': 1660690426, 'sunset': 1660735284}, 'timezone': 25200, 'id': 1831112, 'name': 'Kampot', 'cod': 200}",1660681399,Kampot,KH,10.6167,104.1833,78.85,87.0,85.0,6.4
155,155,"{'coord': {'lon': 63.5842, 'lat': 61.3614}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 46.65, 'feels_like': 43.93, 'temp_min': 46.65, 'temp_max': 46.65, 'pressure': 1022, 'humidity': 74, 'sea_level': 1022, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 5.55, 'deg': 326, 'gust': 16.6}, 'clouds': {'all': 39}, 'dt': 1660681401, 'sys': {'country': 'RU', 'sunrise': 1660694261, 'sunset': 1660750933}, 'timezone': 18000, 'id': 1491230, 'name': 'Sovetskiy', 'cod': 200}",1660681401,Sovetskiy,RU,61.3614,63.5842,46.65,74.0,39.0,5.55
156,156,"{'coord': {'lon': 46.7219, 'lat': 24.6877}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 95.14, 'feels_like': 90.55, 'temp_min': 95.14, 'temp_max': 95.14, 'pressure': 1002, 'humidity': 13, 'sea_level': 1002, 'grnd_level': 937}, 'visibility': 10000, 'wind': {'speed': 10.16, 'deg': 339, 'gust': 17.27}, 'clouds': {'all': 8}, 'dt': 1660681403, 'sys': {'type': 1, 'id': 7424, 'country': 'SA', 'sunrise': 1660616873, 'sunset': 1660663638}, 'timezone': 10800, 'id': 108410, 'name': 'Riyadh', 'cod': 200}",1660681403,Riyadh,SA,24.6877,46.7219,95.14,13.0,8.0,10.16
157,157,"{'coord': {'lon': 25.0298, 'lat': -24.0944}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 55.76, 'feels_like': 52.12, 'temp_min': 55.76, 'temp_max': 55.76, 'pressure': 1020, 'humidity': 23, 'sea_level': 1020, 'grnd_level': 899}, 'visibility': 10000, 'wind': {'speed': 5.41, 'deg': 51, 'gust': 5.39}, 'clouds': {'all': 29}, 'dt': 1660681405, 'sys': {'country': 'BW', 'sunrise': 1660625146, 'sunset': 1660665776}, 'timezone': 7200, 'id': 933534, 'name': 'Letlhakeng', 'cod': 200}",1660681405,Letlhakeng,BW,-24.0944,25.0298,55.76,23.0,29.0,5.41
158,158,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
159,159,"{'coord': {'lon': 88.3972, 'lat': 69.4865}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 50.77, 'feels_like': 49.73, 'temp_min': 50.77, 'temp_max': 50.77, 'pressure': 1002, 'humidity': 89, 'sea_level': 1002, 'grnd_level': 994}, 'visibility': 10000, 'wind': {'speed': 2.26, 'deg': 178, 'gust': 3.04}, 'clouds': {'all': 91}, 'dt': 1660681324, 'sys': {'country': 'RU', 'sunrise': 1660684668, 'sunset': 1660748618}, 'timezone': 25200, 'id': 1490256, 'name': 'Talnakh', 'cod': 200}",1660681324,Talnakh,RU,69.4865,88.3972,50.77,89.0,91.0,2.26
160,160,"{'coord': {'lon': -6.589, 'lat': 62.2266}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 47.32, 'feels_like': 42.89, 'temp_min': 47.32, 'temp_max': 47.32, 'pressure': 1019, 'humidity': 72, 'sea_level': 1019, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 9.51, 'deg': 308, 'gust': 11.45}, 'clouds': {'all': 7}, 'dt': 1660681410, 'sys': {'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1660624303, 'sunset': 1660681794}, 'timezone': 3600, 'id': 2618795, 'name': 'Klaksvík', 'cod': 200}",1660681410,Klaksvík,FO,62.2266,-6.589,47.32,72.0,7.0,9.51
161,161,"{'coord': {'lon': 140.9881, 'lat': 42.3172}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 68.74, 'feels_like': 69.35, 'temp_min': 68.74, 'temp_max': 68.74, 'pressure': 1006, 'humidity': 86, 'sea_level': 1006, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 14, 'deg': 307, 'gust': 16.73}, 'clouds': {'all': 14}, 'dt': 1660681412, 'sys': {'country': 'JP', 'sunrise': 1660679093, 'sunset': 1660728952}, 'timezone': 32400, 'id': 2129101, 'name': 'Muroran', 'cod': 200}",1660681412,Muroran,JP,42.3172,140.9881,68.74,86.0,14.0,14.0
162,162,"{'coord': {'lon': -20.2734, 'lat': 63.4427}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 51.04, 'feels_like': 49.23, 'temp_min': 51.04, 'temp_max': 51.04, 'pressure': 1015, 'humidity': 72, 'sea_level': 1015, 'grnd_level': 1015}, 'visibility': 10000, 'wind': {'speed': 14.34, 'deg': 140, 'gust': 15.99}, 'clouds': {'all': 100}, 'dt': 1660681413, 'sys': {'country': 'IS', 'sunrise': 1660627173, 'sunset': 1660685491}, 'timezone': 0, 'id': 3412093, 'name': 'Vestmannaeyjar', 'cod': 200}",1660681413,Vestmannaeyjar,IS,63.4427,-20.2734,51.04,72.0,100.0,14.34
163,163,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
164,164,"{'coord': {'lon': 80.2644, 'lat': 41.1231}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.14, 'feels_like': 73.51, 'temp_min': 74.14, 'temp_max': 74.14, 'pressure': 1003, 'humidity': 48, 'sea_level': 1003, 'grnd_level': 886}, 'visibility': 10000, 'wind': {'speed': 9.35, 'deg': 57, 'gust': 18.25}, 'clouds': {'all': 98}, 'dt': 1660681417, 'sys': {'country': 'CN', 'sunrise': 1660693810, 'sunset': 1660743379}, 'timezone': 28800, 'id': 1529660, 'name': 'Aksu', 'cod': 200}",1660681417,Aksu,CN,41.1231,80.2644,74.14,48.0,98.0,9.35
165,165,"{'coord': {'lon': -71.6273, 'lat': -33.0393}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 56.79, 'feels_like': 55.54, 'temp_min': 55.47, 'temp_max': 59.23, 'pressure': 1020, 'humidity': 72}, 'visibility': 10000, 'wind': {'speed': 6.91, 'deg': 260}, 'clouds': {'all': 0}, 'dt': 1660681419, 'sys': {'type': 2, 'id': 2034956, 'country': 'CL', 'sunrise': 1660648996, 'sunset': 1660688315}, 'timezone': -14400, 'id': 3868626, 'name': 'Valparaíso', 'cod': 200}",1660681419,Valparaíso,CL,-33.0393,-71.6273,56.79,72.0,0.0,6.91
166,166,"{'coord': {'lon': -76.0833, 'lat': -5.9}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 93.36, 'feels_like': 100.85, 'temp_min': 93.36, 'temp_max': 93.36, 'pressure': 1009, 'humidity': 49}, 'visibility': 10000, 'wind': {'speed': 6.91, 'deg': 40}, 'clouds': {'all': 20}, 'dt': 1660681421, 'sys': {'type': 1, 'id': 8674, 'country': 'PE', 'sunrise': 1660648265, 'sunset': 1660691185}, 'timezone': -18000, 'id': 3690654, 'name': 'Yurimaguas', 'cod': 200}",1660681421,Yurimaguas,PE,-5.9,-76.0833,93.36,49.0,20.0,6.91
167,167,"{'coord': {'lon': -68.5914, 'lat': 70.4692}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 41.23, 'feels_like': 32.77, 'temp_min': 41.23, 'temp_max': 41.23, 'pressure': 1005, 'humidity': 93}, 'visibility': 10000, 'wind': {'speed': 17.27, 'deg': 330}, 'clouds': {'all': 100}, 'dt': 1660681151, 'sys': {'type': 1, 'id': 776, 'country': 'CA', 'sunrise': 1660635044, 'sunset': 1660700810}, 'timezone': -14400, 'id': 5924351, 'name': 'Clyde River', 'cod': 200}",1660681151,Clyde River,CA,70.4692,-68.5914,41.23,93.0,100.0,17.27
168,168,"{'coord': {'lon': 20.1347, 'lat': 54.675}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 71.65, 'feels_like': 72.32, 'temp_min': 71.65, 'temp_max': 74.97, 'pressure': 1011, 'humidity': 81, 'sea_level': 1011, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 9.37, 'deg': 134, 'gust': 17.36}, 'clouds': {'all': 60}, 'dt': 1660681424, 'sys': {'type': 1, 'id': 8934, 'country': 'RU', 'sunrise': 1660619799, 'sunset': 1660673472}, 'timezone': 7200, 'id': 485660, 'name': 'Tsimmerbude', 'cod': 200}",1660681424,Tsimmerbude,RU,54.675,20.1347,71.65,81.0,60.0,9.37
169,169,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
170,170,"{'coord': {'lon': 167.6833, 'lat': -46.1333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 48.72, 'feels_like': 46.87, 'temp_min': 48.72, 'temp_max': 48.72, 'pressure': 1014, 'humidity': 95, 'sea_level': 1014, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 4.76, 'deg': 18, 'gust': 6.26}, 'clouds': {'all': 100}, 'dt': 1660681233, 'sys': {'country': 'NZ', 'sunrise': 1660679207, 'sunset': 1660716027}, 'timezone': 43200, 'id': 2180815, 'name': 'Tuatapere', 'cod': 200}",1660681233,Tuatapere,NZ,-46.1333,167.6833,48.72,95.0,100.0,4.76
171,171,"{'coord': {'lon': 12.9164, 'lat': 18.6853}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 96.48, 'feels_like': 95, 'temp_min': 96.48, 'temp_max': 96.48, 'pressure': 1009, 'humidity': 26, 'sea_level': 1009, 'grnd_level': 971}, 'visibility': 10000, 'wind': {'speed': 8.08, 'deg': 197, 'gust': 11.32}, 'clouds': {'all': 11}, 'dt': 1660681429, 'sys': {'country': 'NE', 'sunrise': 1660625410, 'sunset': 1660671326}, 'timezone': 3600, 'id': 2446796, 'name': 'Bilma', 'cod': 200}",1660681429,Bilma,NE,18.6853,12.9164,96.48,26.0,11.0,8.08
172,172,"{'coord': {'lon': -84.5333, 'lat': 39.1834}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 80.62, 'feels_like': 81.82, 'temp_min': 76.77, 'temp_max': 83.64, 'pressure': 1014, 'humidity': 54}, 'visibility': 10000, 'wind': {'speed': 11.5, 'deg': 340}, 'clouds': {'all': 100}, 'dt': 1660681431, 'sys': {'type': 2, 'id': 2005257, 'country': 'US', 'sunrise': 1660647136, 'sunset': 1660696369}, 'timezone': -14400, 'id': 4513583, 'name': 'Hamilton', 'cod': 200}",1660681431,Hamilton,US,39.1834,-84.5333,80.62,54.0,100.0,11.5
173,173,"{'coord': {'lon': 111.9767, 'lat': 43.6475}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 75.02, 'feels_like': 73.87, 'temp_min': 75.02, 'temp_max': 75.02, 'pressure': 1001, 'humidity': 35, 'sea_level': 1001, 'grnd_level': 897}, 'visibility': 10000, 'wind': {'speed': 9.86, 'deg': 178, 'gust': 16.96}, 'clouds': {'all': 60}, 'dt': 1660681433, 'sys': {'country': 'CN', 'sunrise': 1660685907, 'sunset': 1660736062}, 'timezone': 28800, 'id': 2037485, 'name': 'Erenhot', 'cod': 200}",1660681433,Erenhot,CN,43.6475,111.9767,75.02,35.0,60.0,9.86
174,174,"{'coord': {'lon': 15.1594, 'lat': -26.6481}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 56.84, 'feels_like': 55.62, 'temp_min': 56.84, 'temp_max': 56.84, 'pressure': 1018, 'humidity': 72, 'sea_level': 1018, 'grnd_level': 1015}, 'visibility': 10000, 'wind': {'speed': 6.67, 'deg': 169, 'gust': 7.47}, 'clouds': {'all': 3}, 'dt': 1660681435, 'sys': {'country': 'NA', 'sunrise': 1660627693, 'sunset': 1660667965}, 'timezone': 7200, 'id': 3355672, 'name': 'Lüderitz', 'cod': 200}",1660681435,Lüderitz,NA,-26.6481,15.1594,56.84,72.0,3.0,6.67
